customer_Id,DOB,Gender,city_code,,
267585,9/25/1973,M,3,,
270739,9/26/1973,F,5,,
271243,9/26/1973,F,2,,
269007,9/29/1973,M,3,,
274556,10/1/1973,F,8,,
268411,10/2/1973,F,1,,
275046,10/3/1973,M,10,,
271547,10/3/1973,F,7,,
270255,10/5/1973,M,1,,
273634,10/5/1973,F,6,,
271838,10/6/1973,F,5,,
272341,10/9/1973,F,9,,
270787,10/9/1973,F,6,,
270650,10/10/1973,F,6,,
269497,10/11/1973,M,7,,
268415,10/11/1973,M,9,,
272530,10/11/1973,F,3,,
269279,10/11/1973,M,3,,
274525,10/14/1973,F,10,,
269010,10/14/1973,F,2,,
273387,10/15/1973,F,10,,
269999,10/15/1973,F,6,,
271157,10/15/1973,F,6,,
268965,10/20/1973,F,8,,
271452,10/21/1973,M,4,,
274129,10/23/1973,F,3,,
273465,10/24/1973,M,3,,
268187,10/24/1973,M,1,,
269189,10/25/1973,F,9,,
275226,10/26/1973,M,4,,
273971,10/26/1973,F,6,,
267387,11/1/1973,M,9,,
269617,11/3/1973,F,3,,
269306,11/3/1973,M,6,,
273019,11/3/1973,F,4,,
270384,11/5/1973,F,8,,
270075,11/6/1973,M,3,,
272981,11/8/1973,M,8,,
274452,11/8/1973,F,4,,
267749,11/10/1973,M,10,,
266919,11/11/1973,M,6,,
275064,11/13/1973,F,6,,
274666,11/14/1973,F,8,,
271553,11/15/1973,M,4,,
274138,11/15/1973,M,8,,
270880,11/17/1973,F,3,,
272422,11/17/1973,F,8,,
267377,11/20/1973,M,8,,
266836,11/21/1973,F,7,,
268908,11/24/1973,F,2,,
272449,11/25/1973,F,10,,
270860,11/26/1973,M,3,,
269546,11/28/1973,M,3,,
273662,12/1/1973,M,10,,
273637,12/4/1973,M,2,,
271448,12/4/1973,M,4,,
267962,12/7/1973,M,9,,
267888,12/7/1973,F,10,,
269003,12/8/1973,M,6,,
270771,12/9/1973,F,7,,
267974,12/10/1973,M,1,,
273706,12/10/1973,F,10,,
272407,12/12/1973,F,9,,
274027,12/13/1973,M,6,,
272562,12/14/1973,M,5,,
268556,12/18/1973,F,6,,
271543,12/20/1973,M,1,,
274483,12/23/1973,F,2,,
268061,12/23/1973,M,6,,
269555,12/24/1973,F,7,,
273757,12/24/1973,M,5,,
272003,12/24/1973,M,3,,
268436,12/25/1973,F,4,,
270067,12/27/1973,M,7,,
273299,12/28/1973,M,2,,
271091,12/29/1973,F,4,,
267504,1/2/1974,F,7,,
268512,1/3/1974,M,5,,
272783,1/4/1974,M,3,,
272671,1/4/1974,F,7,,
266783,1/5/1974,M,4,,
273671,1/6/1974,M,4,,
270582,1/7/1974,M,5,,
268852,1/9/1974,F,6,,
274482,1/9/1974,M,4,,
269283,1/9/1974,F,3,,
272461,1/12/1974,F,1,,
268645,1/13/1974,M,10,,
273403,1/13/1974,M,6,,
268218,1/15/1974,F,4,,
274895,1/16/1974,F,9,,
273218,1/18/1974,F,8,,
267160,1/19/1974,M,3,,
275084,1/21/1974,F,7,,
274219,1/24/1974,M,8,,
273949,1/25/1974,M,4,,
270121,1/29/1974,F,5,,
269430,1/29/1974,F,5,,
274941,1/29/1974,F,7,,
275126,2/1/1974,F,2,,
269859,2/2/1974,F,5,,
268490,2/2/1974,F,1,,
273900,2/4/1974,F,8,,
272869,2/5/1974,M,4,,
273510,2/6/1974,M,7,,
272324,2/8/1974,M,10,,
270812,2/9/1974,M,2,,
271474,2/12/1974,M,8,,
267449,2/15/1974,F,10,,
271595,2/15/1974,M,5,,
272666,2/19/1974,F,3,,
268673,2/20/1974,F,1,,
273674,2/23/1974,F,9,,
270667,2/24/1974,M,9,,
271080,2/25/1974,F,5,,
268305,2/25/1974,M,2,,
273582,2/25/1974,F,10,,
268973,2/25/1974,F,8,,
274759,2/27/1974,M,7,,
275060,2/27/1974,M,6,,
271994,3/5/1974,F,6,,
273175,3/5/1974,F,8,,
274476,3/6/1974,F,1,,
272730,3/6/1974,M,1,,
273051,3/7/1974,M,8,,
271740,3/9/1974,M,5,,
270340,3/12/1974,M,8,,
269711,3/13/1974,F,6,,
271969,3/14/1974,M,5,,
274316,3/15/1974,M,2,,
268982,3/17/1974,M,10,,
273496,3/25/1974,M,8,,
267273,3/27/1974,M,7,,
274884,3/29/1974,F,3,,
269285,4/2/1974,F,7,,
269993,4/3/1974,F,7,,
274761,4/5/1974,M,8,,
267972,4/5/1974,M,8,,
270172,4/6/1974,F,4,,
272484,4/7/1974,F,4,,
271314,4/8/1974,M,1,,
274552,4/8/1974,F,3,,
268364,4/9/1974,M,9,,
270269,4/9/1974,F,8,,
268743,4/10/1974,M,7,,
271210,4/10/1974,M,9,,
269924,4/12/1974,M,5,,
272356,4/12/1974,F,4,,
267209,4/15/1974,M,4,,
272790,4/15/1974,F,5,,
268864,4/17/1974,F,2,,
269291,4/17/1974,F,4,,
266866,4/18/1974,M,4,,
268769,4/18/1974,F,4,,
268086,4/19/1974,M,5,,
269565,4/20/1974,M,9,,
273065,4/22/1974,F,7,,
268140,4/23/1974,F,8,,
267915,4/25/1974,M,8,,
268654,4/26/1974,M,9,,
270828,5/1/1974,M,2,,
273987,5/5/1974,M,9,,
268536,5/5/1974,F,3,,
267874,5/6/1974,F,3,,
268778,5/7/1974,F,10,,
274358,5/8/1974,M,4,,
274772,5/8/1974,M,10,,
269843,5/9/1974,F,8,,
275120,5/9/1974,M,1,,
272837,5/11/1974,F,9,,
275000,5/11/1974,F,6,,
267158,5/14/1974,M,5,,
273429,5/14/1974,M,9,,
273795,5/15/1974,M,5,,
267278,5/18/1974,F,10,,
268477,5/19/1974,F,3,,
267413,5/21/1974,M,4,,
272409,5/21/1974,M,7,,
270992,5/23/1974,F,2,,
274335,5/25/1974,F,5,,
271670,5/28/1974,F,2,,
274042,6/2/1974,F,4,,
272163,6/4/1974,M,3,,
271251,6/4/1974,M,2,,
275186,6/5/1974,F,3,,
273698,6/6/1974,F,1,,
270924,6/6/1974,M,4,,
270694,6/8/1974,F,3,,
271668,6/9/1974,F,8,,
269401,6/10/1974,F,9,,
269142,6/14/1974,F,7,,
274250,6/20/1974,M,2,,
268069,6/20/1974,M,4,,
270598,6/21/1974,M,1,,
274153,6/22/1974,M,4,,
266957,6/22/1974,M,3,,
272043,6/22/1974,F,4,,
273326,6/26/1974,F,2,,
274572,6/28/1974,M,2,,
270684,7/2/1974,M,2,,
268639,7/5/1974,F,10,,
269925,7/5/1974,M,5,,
274782,7/5/1974,F,8,,
274929,7/6/1974,F,8,,
266934,7/6/1974,F,4,,
273490,7/6/1974,M,4,,
267549,7/7/1974,M,2,,
267927,7/8/1974,M,9,,
273881,7/12/1974,F,7,,
273199,7/13/1974,M,2,,
267289,7/16/1974,F,5,,
271346,7/17/1974,M,4,,
271201,7/17/1974,F,3,,
270554,7/19/1974,F,2,,
274054,7/20/1974,M,3,,
267752,7/20/1974,F,1,,
268869,7/22/1974,M,3,,
271813,7/24/1974,F,5,,
270092,7/26/1974,F,9,,
273690,7/26/1974,F,9,,
268878,7/28/1974,M,7,,
272343,7/28/1974,F,1,,
272925,8/1/1974,M,5,,
271446,8/1/1974,M,7,,
269691,8/5/1974,M,1,,
274013,8/6/1974,F,4,,
270186,8/8/1974,M,10,,
274145,8/9/1974,F,3,,
271009,8/13/1974,F,2,,
269910,8/13/1974,F,5,,
266896,8/14/1974,F,1,,
268895,8/16/1974,M,4,,
267124,8/21/1974,M,2,,
268286,8/23/1974,M,5,,
269299,8/24/1974,F,6,,
270160,8/27/1974,F,7,,
274597,8/28/1974,F,4,,
273600,8/28/1974,M,10,,
268692,8/28/1974,M,1,,
275171,9/2/1974,F,9,,
268768,9/3/1974,F,7,,
272706,9/3/1974,M,8,,
268387,9/4/1974,F,1,,
270302,9/11/1974,F,9,,
268136,9/13/1974,M,1,,
268682,9/17/1974,M,8,,
271928,9/19/1974,F,9,,
270425,9/21/1974,M,9,,
271313,9/23/1974,F,2,,
274018,9/29/1974,F,8,,
274435,10/2/1974,M,8,,
270117,10/2/1974,M,6,,
272566,10/3/1974,M,7,,
274982,10/5/1974,M,8,,
272105,10/7/1974,F,7,,
271350,10/8/1974,F,2,,
268289,10/10/1974,F,4,,
273347,10/12/1974,F,8,,
273721,10/13/1974,M,9,,
274283,10/13/1974,M,2,,
270734,10/14/1974,F,5,,
272546,10/14/1974,F,3,,
274870,10/14/1974,M,10,,
271568,10/16/1974,F,3,,
272135,10/19/1974,F,5,,
268501,10/19/1974,M,5,,
269868,10/21/1974,M,10,,
270462,10/22/1974,F,4,,
272803,10/23/1974,M,7,,
270335,10/24/1974,M,4,,
266945,10/25/1974,M,2,,
270313,10/26/1974,M,8,,
268095,10/26/1974,M,4,,
270470,10/27/1974,M,9,,
267702,10/29/1974,F,6,,
274496,11/1/1974,M,1,,
267328,11/2/1974,M,5,,
268981,11/5/1974,M,7,,
274028,11/6/1974,F,8,,
271878,11/8/1974,F,10,,
268704,11/8/1974,F,3,,
274766,11/11/1974,M,6,,
273758,11/11/1974,F,9,,
271139,11/12/1974,M,2,,
270541,11/12/1974,M,4,,
273875,11/13/1974,F,8,,
272595,11/13/1974,M,5,,
270593,11/14/1974,M,8,,
266838,11/14/1974,M,4,,
266816,11/15/1974,M,6,,
270517,11/15/1974,F,2,,
267990,11/18/1974,F,10,,
272348,11/18/1974,F,10,,
267840,11/18/1974,F,5,,
273621,11/20/1974,F,7,,
273791,11/21/1974,F,8,,
267693,11/22/1974,F,8,,
270881,11/22/1974,M,6,,
270034,11/22/1974,M,7,,
274239,11/27/1974,M,7,,
268153,11/27/1974,F,1,,
269914,11/28/1974,M,2,,
270799,11/28/1974,M,10,,
270448,11/29/1974,M,8,,
272401,12/2/1974,M,4,,
274149,12/2/1974,M,6,,
268901,12/5/1974,M,9,,
268847,12/7/1974,F,7,,
273610,12/10/1974,F,5,,
272479,12/12/1974,F,3,,
273287,12/13/1974,M,9,,
267853,12/18/1974,F,7,,
273906,12/18/1974,M,1,,
274848,12/18/1974,F,8,,
272573,12/20/1974,M,8,,
274668,12/23/1974,F,9,,
272929,12/24/1974,M,6,,
274264,12/25/1974,M,7,,
267020,12/26/1974,F,8,,
268942,12/26/1974,F,8,,
267724,12/28/1974,M,10,,
271236,12/29/1974,F,8,,
268390,1/2/1975,M,5,,
272375,1/2/1975,M,2,,
270798,1/6/1975,M,8,,
269808,1/6/1975,M,9,,
267281,1/7/1975,F,7,,
274896,1/7/1975,M,4,,
273528,1/8/1975,F,9,,
269618,1/8/1975,F,1,,
271683,1/8/1975,M,2,,
273462,1/8/1975,F,3,,
272221,1/8/1975,M,6,,
273916,1/12/1975,F,9,,
274740,1/12/1975,M,10,,
273389,1/13/1975,F,6,,
273770,1/15/1975,F,4,,
268819,1/17/1975,M,7,,
273438,1/17/1975,M,10,,
269652,1/18/1975,M,10,,
273878,1/19/1975,M,3,,
274014,1/24/1975,M,10,,
274765,1/29/1975,M,6,,
268589,2/1/1975,M,6,,
272812,2/2/1975,F,8,,
273616,2/3/1975,M,2,,
268079,2/5/1975,M,8,,
271073,2/6/1975,M,8,,
267345,2/9/1975,F,6,,
270666,2/10/1975,F,2,,
272796,2/10/1975,M,3,,
268033,2/11/1975,M,10,,
273975,2/14/1975,F,1,,
273739,2/16/1975,F,9,,
268492,2/17/1975,M,1,,
270037,2/17/1975,F,1,,
269122,2/20/1975,M,1,,
271249,2/22/1975,M,9,,
267170,2/24/1975,F,2,,
267527,2/25/1975,M,6,,
267282,2/26/1975,F,1,,
271287,2/27/1975,M,4,,
270718,2/27/1975,M,5,,
271468,2/27/1975,M,8,,
268582,3/1/1975,M,1,,
271500,3/2/1975,F,9,,
269411,3/2/1975,F,1,,
273238,3/3/1975,M,4,,
268712,3/3/1975,F,6,,
273186,3/5/1975,F,7,,
271620,3/7/1975,M,9,,
271096,3/8/1975,M,2,,
267378,3/9/1975,M,3,,
269307,3/9/1975,M,1,,
266993,3/11/1975,F,2,,
270975,3/11/1975,F,2,,
272756,3/12/1975,F,9,,
269674,3/17/1975,F,10,,
272590,3/23/1975,M,5,,
273597,3/24/1975,F,4,,
270766,3/24/1975,M,1,,
271076,3/26/1975,M,6,,
270802,3/27/1975,F,4,,
269755,3/29/1975,M,2,,
272950,4/1/1975,F,10,,
270338,4/2/1975,M,8,,
274411,4/3/1975,F,9,,
271483,4/5/1975,F,2,,
270970,4/5/1975,M,4,,
273726,4/6/1975,F,1,,
266916,4/7/1975,M,10,,
267719,4/7/1975,M,5,,
270494,4/8/1975,F,10,,
273247,4/9/1975,M,4,,
272277,4/10/1975,M,2,,
271375,4/10/1975,M,10,,
271920,4/11/1975,F,8,,
267113,4/11/1975,F,3,,
269981,4/14/1975,F,5,,
273354,4/15/1975,M,2,,
267912,4/17/1975,F,2,,
275086,4/17/1975,M,10,,
274692,4/19/1975,M,3,,
268495,4/23/1975,M,9,,
268397,4/24/1975,F,9,,
270920,4/25/1975,M,3,,
275053,4/25/1975,F,7,,
275010,4/27/1975,M,8,,
270960,4/28/1975,F,4,,
270207,5/1/1975,F,3,,
271748,5/5/1975,F,4,,
273660,5/5/1975,M,10,,
272998,5/8/1975,M,1,,
273649,5/10/1975,M,5,,
270835,5/12/1975,M,10,,
273096,5/12/1975,F,5,,
274410,5/12/1975,M,8,,
267453,5/12/1975,M,6,,
272256,5/13/1975,F,4,,
267697,5/13/1975,M,6,,
270392,5/13/1975,M,1,,
272187,5/14/1975,M,10,,
268663,5/17/1975,F,8,,
274208,5/18/1975,F,1,,
270951,5/18/1975,M,8,,
272806,5/20/1975,F,10,,
269513,5/20/1975,M,7,,
274678,5/20/1975,F,9,,
268044,5/20/1975,F,10,,
268646,5/22/1975,F,9,,
273077,5/28/1975,F,5,,
266897,5/29/1975,F,4,,
270722,6/2/1975,F,1,,
270617,6/4/1975,M,5,,
269727,6/4/1975,F,9,,
271760,6/4/1975,M,9,,
268261,6/5/1975,F,3,,
275114,6/6/1975,M,9,,
274423,6/6/1975,M,5,,
271615,6/6/1975,F,10,,
273043,6/7/1975,F,5,,
271654,6/9/1975,F,8,,
272907,6/9/1975,F,2,,
269721,6/10/1975,F,8,,
273891,6/12/1975,M,5,,
270311,6/14/1975,M,5,,
272120,6/14/1975,F,6,,
267148,6/15/1975,F,7,,
273860,6/15/1975,F,4,,
274736,6/18/1975,M,7,,
269869,6/19/1975,M,4,,
272180,6/20/1975,F,3,,
271589,6/21/1975,F,7,,
274313,6/22/1975,M,1,,
268815,6/26/1975,M,3,,
271673,6/26/1975,F,7,,
266952,6/26/1975,M,1,,
267390,6/27/1975,F,2,,
272049,6/28/1975,F,6,,
272791,7/1/1975,F,10,,
270967,7/3/1975,F,5,,
273215,7/4/1975,M,4,,
270090,7/5/1975,M,6,,
270502,7/5/1975,F,8,,
272045,7/5/1975,M,10,,
269366,7/5/1975,F,3,,
273166,7/6/1975,M,4,,
270477,7/9/1975,M,6,,
270279,7/12/1975,F,3,,
269447,7/14/1975,F,9,,
267902,7/17/1975,M,4,,
267375,7/17/1975,M,6,,
270182,7/17/1975,M,1,,
274016,7/17/1975,F,8,,
268935,7/18/1975,F,1,,
271655,7/18/1975,F,1,,
269708,7/21/1975,F,6,,
271467,7/22/1975,F,7,,
273127,7/24/1975,M,9,,
271418,7/27/1975,M,1,,
269051,7/28/1975,M,2,,
269266,8/2/1975,F,9,,
270031,8/3/1975,F,8,,
274152,8/5/1975,M,2,,
271154,8/5/1975,M,3,,
270962,8/6/1975,F,3,,
268485,8/6/1975,M,2,,
272842,8/6/1975,M,9,,
274307,8/7/1975,F,1,,
267551,8/8/1975,M,6,,
268177,8/8/1975,F,4,,
275102,8/9/1975,F,3,,
268494,8/9/1975,F,2,,
270632,8/12/1975,F,9,,
271963,8/12/1975,F,1,,
272541,8/13/1975,M,6,,
269196,8/15/1975,M,8,,
273805,8/16/1975,M,10,,
271325,8/18/1975,M,2,,
274492,8/21/1975,M,9,,
273484,8/23/1975,M,3,,
269527,8/24/1975,M,9,,
271901,8/24/1975,M,10,,
272436,8/24/1975,F,2,,
272305,8/25/1975,F,10,,
268906,8/25/1975,M,9,,
269184,8/27/1975,F,4,,
269783,8/27/1975,F,7,,
273084,8/27/1975,M,4,,
271053,8/28/1975,M,5,,
267784,9/2/1975,F,3,,
270309,9/4/1975,M,3,,
274320,9/7/1975,M,4,,
273633,9/7/1975,M,1,,
269563,9/11/1975,F,5,,
271822,9/12/1975,M,9,,
270178,9/17/1975,M,10,,
272172,9/17/1975,M,10,,
271397,9/18/1975,F,9,,
275125,9/19/1975,F,3,,
268522,9/19/1975,M,6,,
272939,9/20/1975,M,5,,
272415,9/22/1975,F,6,,
267366,9/23/1975,M,4,,
273896,9/24/1975,M,6,,
269439,9/26/1975,F,9,,
267296,9/26/1975,M,4,,
268332,10/2/1975,F,9,,
270872,10/3/1975,M,1,,
272002,10/5/1975,M,7,,
268426,10/6/1975,M,2,,
269232,10/7/1975,F,1,,
273692,10/9/1975,F,9,,
268787,10/10/1975,F,4,,
274246,10/10/1975,F,6,,
268889,10/14/1975,M,10,,
273224,10/15/1975,F,7,,
270077,10/16/1975,F,4,,
275096,10/17/1975,F,10,,
269104,10/18/1975,F,9,,
272626,10/19/1975,M,2,,
267524,10/19/1975,M,6,,
274329,10/22/1975,F,2,,
269892,10/23/1975,F,3,,
271268,10/23/1975,F,4,,
274796,10/25/1975,F,3,,
272306,10/26/1975,M,7,,
273530,10/28/1975,F,9,,
267104,10/29/1975,M,4,,
269786,10/29/1975,F,9,,
268898,11/2/1975,F,4,,
272328,11/2/1975,F,10,,
272760,11/4/1975,F,8,,
271040,11/5/1975,M,10,,
273612,11/5/1975,F,5,,
268603,11/5/1975,M,7,,
273360,11/6/1975,M,6,,
269002,11/6/1975,M,10,,
269969,11/7/1975,F,1,,
269500,11/7/1975,M,10,,
275054,11/11/1975,M,3,,
275255,11/13/1975,F,4,,
269388,11/14/1975,M,3,,
273908,11/16/1975,M,10,,
269774,11/16/1975,M,6,,
271680,11/18/1975,F,1,,
270682,11/18/1975,M,5,,
273937,11/19/1975,M,5,,
271565,11/22/1975,M,8,,
271363,11/22/1975,F,9,,
268800,11/23/1975,M,6,,
268584,11/24/1975,F,7,,
270294,11/26/1975,M,7,,
267889,11/27/1975,F,4,,
271546,11/28/1975,M,3,,
272919,12/1/1975,M,7,,
274537,12/2/1975,F,1,,
270327,12/2/1975,M,1,,
273693,12/5/1975,F,8,,
274784,12/7/1975,M,9,,
268126,12/9/1975,F,2,,
270376,12/10/1975,M,8,,
270608,12/11/1975,F,5,,
268468,12/11/1975,M,5,,
270745,12/11/1975,F,5,,
274366,12/12/1975,M,1,,
272822,12/13/1975,F,4,,
269336,12/13/1975,F,5,,
270337,12/17/1975,F,9,,
268078,12/19/1975,F,6,,
271555,12/20/1975,F,2,,
273128,12/22/1975,M,9,,
270445,12/23/1975,M,2,,
268884,12/24/1975,M,10,,
267712,12/25/1975,M,2,,
272596,12/25/1975,M,5,,
270234,12/26/1975,M,1,,
272329,12/28/1975,M,8,,
272155,12/28/1975,M,6,,
269550,1/2/1976,F,4,,
270627,1/2/1976,F,10,,
273889,1/3/1976,F,10,,
269136,1/7/1976,M,4,,
271275,1/7/1976,M,8,,
272896,1/11/1976,M,4,,
275184,1/11/1976,M,5,,
274155,1/13/1976,M,9,,
269996,1/16/1976,M,7,,
274681,1/19/1976,F,9,,
270005,1/24/1976,F,7,,
269619,1/29/1976,M,6,,
269639,2/1/1976,M,4,,
272344,2/3/1976,F,9,,
268958,2/5/1976,F,5,,
270399,2/5/1976,M,8,,
273239,2/6/1976,M,4,,
271131,2/7/1976,F,9,,
269392,2/8/1976,M,2,,
267996,2/9/1976,M,8,,
274394,2/10/1976,F,10,,
273862,2/11/1976,F,9,,
271051,2/13/1976,F,3,,
272905,2/17/1976,F,5,,
268579,2/20/1976,F,8,,
271250,2/20/1976,M,4,,
270368,2/21/1976,M,4,,
267745,2/21/1976,F,10,,
273824,2/25/1976,F,10,,
272284,2/25/1976,F,5,,
267522,2/28/1976,M,3,,
267941,3/3/1976,M,2,,
271018,3/4/1976,M,6,,
269476,3/6/1976,M,1,,
273845,3/8/1976,M,6,,
266942,3/8/1976,M,4,,
271541,3/11/1976,M,7,,
270018,3/11/1976,M,6,,
271145,3/15/1976,M,8,,
270755,3/16/1976,F,5,,
268388,3/17/1976,M,8,,
271424,3/17/1976,F,9,,
271173,3/18/1976,M,7,,
275024,3/20/1976,F,2,,
268975,3/21/1976,F,6,,
270741,3/25/1976,F,9,,
272642,3/29/1976,F,5,,
267297,4/1/1976,M,2,,
269188,4/2/1976,F,2,,
272593,4/6/1976,F,9,,
268995,4/7/1976,M,1,,
270581,4/9/1976,M,4,,
270844,4/11/1976,F,2,,
275160,4/12/1976,M,7,,
271098,4/14/1976,F,4,,
274437,4/14/1976,M,6,,
269474,4/15/1976,M,2,,
273236,4/17/1976,F,3,,
270418,4/18/1976,F,10,,
273037,4/18/1976,F,7,,
268302,4/25/1976,M,5,,
271747,4/26/1976,F,3,,
273928,4/27/1976,M,1,,
271988,4/28/1976,F,2,,
269149,5/1/1976,M,4,,
270709,5/1/1976,M,7,,
269498,5/4/1976,F,7,,
268947,5/6/1976,F,10,,
275163,5/11/1976,M,6,,
270750,5/14/1976,F,10,,
272726,5/14/1976,M,4,,
272682,5/16/1976,M,7,,
272864,5/17/1976,M,6,,
267662,5/19/1976,F,8,,
269677,5/20/1976,M,5,,
274566,5/24/1976,F,1,,
270937,5/27/1976,F,3,,
271803,5/28/1976,F,7,,
272924,5/29/1976,M,9,,
274034,6/1/1976,F,8,,
271947,6/1/1976,M,3,,
268110,6/3/1976,M,2,,
270505,6/6/1976,M,7,,
271762,6/9/1976,M,4,,
272476,6/10/1976,F,7,,
271052,6/11/1976,F,9,,
274969,6/11/1976,F,3,,
269087,6/11/1976,M,3,,
270622,6/13/1976,F,5,,
274852,6/15/1976,F,4,,
274747,6/16/1976,F,3,,
272219,6/19/1976,M,3,,
271020,6/20/1976,M,8,,
273092,6/22/1976,F,6,,
275020,6/23/1976,M,2,,
274970,6/23/1976,F,8,,
273213,6/24/1976,F,2,,
275022,6/25/1976,F,2,,
266829,6/25/1976,F,4,,
273486,6/28/1976,F,10,,
270654,6/29/1976,F,1,,
271704,7/1/1976,F,5,,
266805,7/1/1976,F,8,,
270536,7/2/1976,M,9,,
270125,7/3/1976,F,4,,
267828,7/5/1976,M,3,,
266917,7/5/1976,F,8,,
272545,7/7/1976,M,6,,
274477,7/10/1976,F,7,,
269433,7/12/1976,F,10,,
268026,7/14/1976,F,5,,
267687,7/17/1976,M,7,,
274954,7/19/1976,M,3,,
271510,7/20/1976,M,1,,
274460,7/20/1976,M,1,,
267661,7/20/1976,M,8,,
270360,7/22/1976,F,7,,
268665,7/26/1976,M,8,,
270020,8/5/1976,M,9,,
267441,8/6/1976,M,10,,
268068,8/9/1976,F,9,,
271711,8/9/1976,M,1,,
275030,8/10/1976,M,3,,
274801,8/11/1976,F,5,,
274171,8/12/1976,F,2,,
273331,8/12/1976,F,5,,
268005,8/13/1976,F,4,,
269600,8/14/1976,F,5,,
272739,8/15/1976,M,4,,
270590,8/17/1976,M,3,,
271512,8/17/1976,F,5,,
269982,8/17/1976,F,1,,
267985,8/19/1976,F,7,,
269213,8/20/1976,M,3,,
271932,8/20/1976,F,6,,
270735,8/20/1976,M,6,,
267597,8/22/1976,M,10,,
274558,8/22/1976,F,6,,
271470,8/24/1976,F,3,,
271582,8/24/1976,M,6,,
269826,8/26/1976,F,6,,
269001,8/28/1976,M,1,,
269211,8/28/1976,F,6,,
271213,8/28/1976,M,4,,
273027,9/3/1976,M,7,,
269076,9/3/1976,F,4,,
268797,9/5/1976,F,8,,
268752,9/6/1976,M,4,,
273172,9/6/1976,F,5,,
272145,9/8/1976,F,9,,
273344,9/8/1976,F,9,,
274035,9/8/1976,M,9,,
273355,9/10/1976,F,7,,
269532,9/10/1976,F,9,,
269932,9/11/1976,F,8,,
270565,9/14/1976,M,1,,
270777,9/15/1976,F,5,,
272353,9/16/1976,M,6,,
274116,9/18/1976,F,6,,
274548,9/20/1976,F,9,,
268043,9/20/1976,F,10,,
273935,9/22/1976,F,1,,
267398,9/22/1976,M,4,,
266918,9/23/1976,M,2,,
272697,9/23/1976,M,5,,
270971,9/24/1976,F,5,,
273107,9/24/1976,F,5,,
271168,9/25/1976,M,4,,
272857,9/25/1976,M,3,,
273828,9/29/1976,M,3,,
271062,10/2/1976,M,2,,
272321,10/2/1976,M,5,,
271501,10/3/1976,F,8,,
267231,10/6/1976,F,1,,
268458,10/8/1976,M,1,,
271982,10/8/1976,M,8,,
268933,10/10/1976,F,10,,
267844,10/10/1976,F,10,,
274769,10/12/1976,F,3,,
268523,10/12/1976,F,4,,
274519,10/12/1976,F,1,,
274429,10/14/1976,M,4,,
268961,10/14/1976,M,3,,
268367,10/16/1976,M,10,,
269517,10/17/1976,F,4,,
273473,10/19/1976,M,6,,
272639,10/20/1976,F,3,,
274582,10/20/1976,M,1,,
271386,10/21/1976,M,10,,
274066,10/26/1976,M,8,,
270447,10/27/1976,F,10,,
273444,10/28/1976,M,5,,
270984,10/28/1976,F,2,,
270931,11/3/1976,M,3,,
269773,11/5/1976,F,10,,
266894,11/5/1976,F,3,,
269927,11/6/1976,F,10,,
273760,11/8/1976,M,9,,
270035,11/9/1976,M,3,,
271695,11/11/1976,F,6,,
273488,11/12/1976,M,3,,
274484,11/13/1976,F,9,,
269432,11/16/1976,F,3,,
271597,11/23/1976,M,3,,
272676,11/23/1976,M,2,,
272137,11/24/1976,F,8,,
267699,11/24/1976,F,5,,
272768,11/26/1976,F,2,,
267419,11/28/1976,F,10,,
272915,12/1/1976,F,7,,
271087,12/1/1976,F,3,,
273548,12/4/1976,M,7,,
267970,12/7/1976,M,2,,
274539,12/8/1976,F,7,,
267025,12/8/1976,F,8,,
271185,12/10/1976,F,5,,
272096,12/11/1976,F,10,,
271410,12/16/1976,F,2,,
269440,12/17/1976,F,5,,
271549,12/22/1976,M,4,,
268505,12/22/1976,M,7,,
273300,12/24/1976,F,3,,
272362,12/25/1976,M,8,,
271787,12/26/1976,M,10,,
268517,12/27/1976,F,4,,
272520,12/27/1976,M,5,,
271099,1/4/1977,F,9,,
271634,1/5/1977,F,3,,
273231,1/6/1977,M,7,,
272383,1/8/1977,F,3,,
269176,1/8/1977,F,2,,
273105,1/9/1977,F,1,,
269311,1/10/1977,F,2,,
272862,1/11/1977,M,9,,
270229,1/12/1977,M,9,,
269893,1/13/1977,F,4,,
270100,1/15/1977,M,9,,
271617,1/19/1977,M,3,,
268369,1/20/1977,M,3,,
267740,1/21/1977,M,2,,
270935,1/25/1977,M,6,,
267924,1/26/1977,F,1,,
272622,1/27/1977,F,4,,
269939,1/27/1977,M,10,,
267633,1/29/1977,M,6,,
270257,2/1/1977,F,10,,
272771,2/1/1977,F,3,,
275041,2/8/1977,F,10,,
267208,2/9/1977,M,8,,
269912,2/18/1977,M,2,,
274787,2/20/1977,M,8,,
270274,2/20/1977,M,7,,
266956,2/23/1977,M,7,,
272075,2/23/1977,M,7,,
273223,3/1/1977,M,8,,
273091,3/2/1977,M,6,,
269913,3/2/1977,F,2,,
268442,3/4/1977,M,4,,
273850,3/4/1977,M,5,,
267075,3/5/1977,M,10,,
270607,3/7/1977,F,6,,
270753,3/7/1977,M,5,,
268077,3/8/1977,M,5,,
272597,3/8/1977,F,1,,
271577,3/9/1977,M,5,,
275058,3/12/1977,M,7,,
272201,3/13/1977,F,3,,
272019,3/14/1977,M,2,,
267814,3/17/1977,F,7,,
272860,3/17/1977,F,4,,
274876,3/21/1977,F,1,,
274812,3/21/1977,M,10,,
272853,3/21/1977,F,3,,
268221,3/22/1977,M,3,,
